timestamp,face_id,emotion,confidence
2025-06-06 20:32:51,1,neutral,45.34
2025-06-06 20:32:51,1,sad,39.13
2025-06-06 20:32:51,1,angry,33.21
2025-06-06 20:32:52,1,happy,96.40
2025-06-06 20:32:52,1,happy,98.64
2025-06-06 20:32:52,1,happy,97.12
2025-06-06 20:32:52,1,happy,65.95
2025-06-06 20:32:52,1,neutral,81.77
2025-06-06 20:32:53,1,happy,99.38
2025-06-06 20:32:53,2,neutral,48.92
2025-06-06 20:32:53,1,angry,86.06
2025-06-06 20:32:53,2,neutral,85.51
2025-06-06 20:32:53,1,angry,88.95
2025-06-06 20:32:53,2,neutral,77.12
2025-06-06 20:32:53,1,angry,62.00
2025-06-06 20:32:53,2,happy,96.34
2025-06-06 20:32:54,1,happy,99.97
2025-06-06 20:32:54,2,happy,99.83
2025-06-06 20:32:54,1,happy,99.87
2025-06-06 20:32:54,2,happy,99.75
2025-06-06 20:32:54,1,happy,98.61
2025-06-06 20:32:54,2,happy,99.92
2025-06-06 20:32:54,1,happy,99.68
2025-06-06 20:32:54,2,happy,99.56
2025-06-06 20:32:55,1,happy,99.11
2025-06-06 20:32:55,2,happy,99.96
2025-06-06 20:32:55,1,happy,98.90
2025-06-06 20:32:55,2,happy,99.78
2025-06-06 20:32:55,1,happy,98.97
2025-06-06 20:32:55,2,happy,99.96
2025-06-06 20:32:56,1,happy,99.69
2025-06-06 20:32:56,2,happy,99.99
2025-06-06 20:32:56,1,happy,98.85
2025-06-06 20:32:56,2,happy,99.94
2025-06-06 20:32:56,1,happy,98.73
2025-06-06 20:32:56,2,happy,99.99
2025-06-06 20:32:56,1,happy,59.25
2025-06-06 20:32:56,2,happy,97.71
2025-06-06 20:32:56,1,happy,97.99
2025-06-06 20:32:56,2,happy,95.63
2025-06-06 20:32:57,1,neutral,51.61
2025-06-06 20:32:57,2,happy,96.74
2025-06-06 20:32:57,1,happy,78.49
2025-06-06 20:32:57,2,happy,92.77
2025-06-06 20:32:57,1,happy,96.39
2025-06-06 20:32:57,2,happy,96.17
2025-06-06 20:32:57,1,fear,61.27
2025-06-06 20:32:58,1,happy,82.82
2025-06-06 20:32:58,1,neutral,65.16
2025-06-06 20:32:58,1,happy,88.48
2025-06-06 20:33:00,1,happy,83.95
2025-06-06 20:33:00,1,neutral,70.48
2025-06-06 20:33:00,1,sad,48.66
2025-06-06 20:33:00,1,sad,63.69
2025-06-06 20:33:01,1,sad,57.95
2025-06-06 20:33:01,1,neutral,95.25
2025-06-06 20:33:01,1,happy,98.64
2025-06-06 20:33:01,1,happy,96.19
2025-06-06 20:33:01,1,happy,91.53
2025-06-06 20:33:02,1,happy,79.60
2025-06-06 20:33:02,1,neutral,69.31
2025-06-06 20:33:02,1,neutral,91.56
2025-06-06 20:33:02,1,neutral,85.67
2025-06-06 20:33:03,1,neutral,85.29
2025-06-06 20:33:03,1,neutral,92.26
2025-06-06 20:33:03,1,neutral,90.79
2025-06-06 20:33:03,1,neutral,96.68
2025-06-06 20:33:03,1,neutral,90.79
2025-06-06 20:33:04,1,neutral,85.16
2025-06-06 20:33:04,1,neutral,82.11
2025-06-06 20:33:04,1,neutral,85.09
2025-06-06 20:33:04,1,neutral,82.13
2025-06-06 20:33:04,1,neutral,83.06
2025-06-06 20:33:05,1,neutral,89.78
2025-06-06 20:33:05,1,neutral,76.83
2025-06-06 20:33:05,1,neutral,95.20
2025-06-06 20:33:05,1,neutral,84.56
2025-06-06 20:33:05,1,neutral,60.91
2025-06-06 20:33:05,1,neutral,79.99
2025-06-06 20:33:06,1,neutral,79.35
2025-06-06 20:33:06,1,neutral,75.72
2025-06-06 20:33:06,1,neutral,96.18
2025-06-06 20:33:06,1,neutral,75.41
2025-06-06 20:33:06,1,neutral,85.13
2025-06-06 20:33:07,1,neutral,81.49
2025-06-06 20:33:07,1,happy,86.80
2025-06-06 20:33:07,1,happy,91.82
2025-06-06 20:33:07,1,happy,95.74
2025-06-06 20:33:07,1,happy,91.38
2025-06-06 20:33:08,1,neutral,92.51
2025-06-06 20:33:08,1,fear,82.34
2025-06-06 20:33:08,1,sad,68.36
2025-06-06 20:33:08,1,sad,85.89
2025-06-06 20:33:08,1,sad,95.46
2025-06-06 20:33:08,1,sad,98.98
2025-06-06 20:33:08,1,fear,94.17
2025-06-06 20:33:09,1,neutral,61.55
2025-06-06 20:33:09,1,sad,57.65
